EN,DDN
"and before the throne, as it were a sea of glass like unto crystal; and in the midst of the throne, and round about the throne, four living creatures full of eyes before and behind.","Kpetɛrɛ kɑrigɑ di hundɑntɛ, ɑ di kpetɛrɛ kɑrigɑ wɑrɑnkɑ cindi tɑɑci kpɛɛnɛ. Ǹ bɔm mɑ ɑ di hɑikusu wɑrɑnkɑ cindi tɑɑci gɑ gɔrɔ. Ǹ nɑ kpɛ kpɑrɛ yom dɑm. Ǹ bɔm yom gɑɑ mɑ ɑ di wurɑ kpetɛrɛ fulɑ yom."
"And the first creature was like a lion, and the second creature like a calf, and the third creature had a face as of a man, and the fourth creature was like a flying eagle.",Kpetɛrɛ kɑrigɑ kunɑ jinde yom ndɑ bɛɛnɛ kɑɑti yom ndɑ nyɑlɑu yom go hunu. Yugulɑ iye mo go di ɑ̀ jine. Ikpɛ biyɑ iye di nɑ.
"And the four living creatures, having each one of them six wings, are full of eyes round about and within: and they have no rest day and night, saying, Holy, holy, holy, is the Lord God, the Almighty, who was and who is and who is to come.",Kpetɛrɛ kɑrigɑ jine hɛ fɔ goono zɑngɑ bɑngu hɑri kɑ ɑ̀ kɑni yelem yelem zɑngɑ diji kɑ ǹ cii ɑ̀ sɛ kilisitɑli tondi. Kpetɛrɛ kɑrigɑ bindi ndɑ ɑ̀ hundɑntɛ hundikoni tɑɑci goono kɑ ǹ gundɑ mɑɑ yom jine ndɑ bɑndɑ.
"And when the living creatures shall give glory and honor and thanks to him that sitteth on the throne, to him that liveth for ever and ever,","Sintine hundikonɑ himɑ muusu beeri, ihinkɑntɛ mɑ himɑ zɑngɑ hɑuize. Hundikoni hinzɑntɛ gundɑ moodumɑ zɑngɑ bɔrɔ. Itɑɑcɑntɛ di mɑ goono zɑngɑ zebɑni kɑ ɑ̀ go deesi."
"the four and twenty elders shall fall down before him that sitteth on the throne, and shall worship him that liveth for ever and ever, and shall cast their crowns before the throne, saying,","Hundikoni tɑɑci di ɑfɔ kulu gundɑ fɑtɑ idu. Ǹ gundɑ mɑɑ yom mo nungu kulu. Ciini ndɑ zɑɑri ǹ cini ko cii, cɛyom si: ""Ikpɛ Dɑbɑri kulu Kpe, n ci hɑlɑɑlɑ, hɑlɑɑlɑ, hɑlɑɑlɑ. N goono zɑ dom. N goono mɑɑsɑ, N gɑ kɑɑ mɑ."""
"Worthy art thou, our Lord and our God, to receive the glory and the honor and the power: for thou didst create all things, and because of thy will they were, and were created.",Bɔrɔ kɑ ɑ̀ gɑ gɔrɔ kpetɛrɛ kɑrigɑ di bɔm bɑ hunɑ no jiiri dubu ndɑ dubu yom. Hundikoni tɑɑci di go kɑ ɑ̀ bɛɛrɑndi kɑ bɛɛrɛ tɛ ɑ̀ sɛ ndɑ sɑɑbuyom.
"And I saw in the right hand of him that sat on the throne a book written within and on the back, close sealed with seven seals.",Sɑɑ ngɑ di hɑikusu wɑrɑnkɑ cindi tɑɑci di mo go jɛndɛbiri Bɔrɔ kɑ ɑ̀ go gɔrɔ kpetɛrɛ kɑrigɑ di bɔm sɛ. Ǹ gɑ wɔ kɑ ɑ̀ gɑ hunɑ jiiri dubu ndɑ dubu yom di bɛɛrɑndi kɑ ngei kpetɛrɛ fulɑ yom jindo ɑ̀ jine.
"And I saw a strong angel proclaiming with a great voice, Who is worthy to open the book, and to loose the seals thereof?","Ǹ go cii: ""Kpe, n tɔ n mɑ du deizɑ ndɑ bɛɛrɛ ndɑ dɑbɑri zɑmɑ ni, n nɑ hɛ kulu tɑkɑ. N binebɑɑ kunɑ mo no ǹ goono. N binebɑɑ kunɑ nɑ n nɑ ǹ tɑkɑ."""
"And no one in the heaven, or on the earth, or under the earth, was able to open the book, or to look thereon.",A di tirɑ kunkunɑntɛ fɔ mɑ Bɔrɔ kɑ ɑ̀ go gɔrɔ kpetɛrɛ kɑrigɑ bɔm ɑ̀ kɑmbɛŋmɑɑ gɑɑ. Ǹ hɑntum tirɑ di kunɑ ndɑ ɑ̀ bɑndɑ gɑɑ. Ǹ nɑ sɛdɑ iye mo dɑm kɑ ɑ̀ dɑɑbu.
"And I wept much, because no one was found worthy to open the book, or to look thereon:",A di Ikpɛ dɔntɔneize gɑɑbikoni fɔ mo kɑ ɑ̀ gɑ kuwɑ ndɑ jinde beeri. À cii: Mee yɑ tɔ ɑ̀ mɑ tirɑ wɔ feeri kɑ ɑ̀ sɛdɑ yom pɑti?
"and one of the elders saith unto me, Weep not; behold, the Lion that is of the tribe of Judah, the Root of David, hath overcome to open the book and the seven seals thereof.","Ammɑ bɑ bɔrɔ fɔ bɛɛnɛ kunɑ, wɑlɑ gɑndɑ wɔ bɔm wɑlɑ gɑndɑ wɔ cire mɑnɑ hini kɑ tirɑ di feeri wɑlɑ kɑ ɑ̀ coo wɑlɑ kɑ ɑ̀ gunɑ."
"And I saw in the midst of the throne and of the four living creatures, and in the midst of the elders, a Lamb standing, as though it had been slain, having seven horns, and seven eyes, which are the seven Spirits of God, sent forth into all the earth.",Cɔfɔ ɑ gɑ hɛ kɑlɑ kɑlɑ ndɑ kɑ ǹ mɑnɑ du bɑ bɔrɔ fɔ kɑ ɑ̀ mɑ hini kɑ tirɑ di feeri kɑ kɑ ɑ̀ coo wɑlɑ kɑ ɑ̀ gunɑ.
"And he came, and he taketh it out of the right hand of him that sat on the throne.","Hɑikusu yom di kunɑ ɑfɔ bine cii ɑ sɛ: Si hɛ. Gunɑ, Muusu Beeri kɑ ɑ̀ ci Yudɑ dimi, Dɑfidi kɑɑji, ɑ̀ gɑɑŋmɑɑ hɑli ɑ̀ hini kɑ tirɑ di feeri kɑ ɑ̀ sɛdɑ iyɑ pɑti."
"And when he had taken the book, the four living creatures and the four and twenty elders fell down before the Lamb, having each one a harp, and golden bowls full of incense, which are the prayers of the saints.",A di Feejiize fɔ zɑngɑ hɛ kɑ ǹ nɑ dumbu no. À go cɛ kpetɛrɛ kɑrigɑ ndɑ hundikoni tɑɑcɑ ndɑ hɑikusu yom di bindi bindi. À gundɑ hilli iye ndɑ moo iye kɑ ǹ ci Ikpɛ biyɑ iye kɑ Ikpɛ sɑmbɑ gɑndɑ wɔ kulu bɔm.
"And they sing a new song, saying, Worthy art thou to take the book, and to open the seals thereof: for thou wast slain, and didst purchase unto God with thy blood men of every tribe, and tongue, and people, and nation,","Feejiize di kɑɑ. Cɔfɔ ɑ̀ nɑ tirɑ di zɑɑ, tirɑ di kɑ ɑ̀ goono Bɔrɔ kɑ ɑ̀ go gɔrɔ kpetɛrɛ kɑrigɑ bɔm kɑmbɛŋmɑɑ gɑɑ."
and madest them to be unto our God a kingdom and priests; and they reign upon the earth.,"Sɑɑ kɑ ɑ̀ nɑ tirɑ di zɑɑ, hundikoni tɑɑcɑ ndɑ hɑikusu wɑrɑnkɑ cindi tɑɑcɑ jɛndɛbiri Feejiize di jine. Ǹ kunɑ ɑfɔ kulu gundɑ mɔlɔ ndɑ wurɑ combu yom kɑ ǹ tɔ ndɑ wɑidi tɔnuyom. Wɑidi wɔ himɑ zɑngɑ hɑlɑɑlɑntɛ yom ɑduwɑ yom."
"And I saw, and I heard a voice of many angels round about the throne and the living creatures and the elders; and the number of them was ten thousand times ten thousand, and thousands of thousands;","Ǹ gɑ betu teji fɔ tɛ ko cii: Ni, n tɔ n mɑ tirɑ di zɑɑ kɑ sɛdɑ yom pɑti, zɑmɑ ǹ nɑ n dumbu. N kuri gɑɑ no n nɑ i fɑnsɑ Ikpɛ sɛ dimi kulu kunɑ ndɑ dɛɛnɛ kulu kunɑ ndɑ jɑmɑ kulu kunɑ ndɑ lɑɑbu kulu kunɑ."
"saying with a great voice, Worthy is the Lamb that hath been slain to receive the power, and riches, and wisdom, and might, and honor, and glory, and blessing.",N nɑ i tɛ kpe yom ndɑ gɑrɑndikɔ yom i ŋmɔne Ikpɛ sɛ. I kɑɑ kpetɛrɛ ŋmɑɑ gɑndɑ wɔ bɔm.
"And every created thing which is in the heaven, and on the earth, and under the earth, and on the sea, and all things that are in them, heard I saying, Unto him that sitteth on the throne, and unto the Lamb, be the blessing, and the honor, and the glory, and the dominion, for ever and ever.",A gunɑ kpɛɛnɛ. Cɔfɔ ɑ mɑɑ Ikpɛ dɔntɔneize bɑɑbɑ jinde kpetɛrɛ kɑrigɑ hundɑntɛ ndɑ hundikoni yom ndɑ hɑikusu yom di. Ǹ tɔ bɔrɔ dubu ndɑ dubu wei yom.
"And the four living creatures said, Amen. And the elders fell down and worshipped.",Ǹ go cii ndɑ jinde beeri: Feejiize kɑ ǹ dumbu yɑ tɔ ɑ̀ mɑ du dɑbɑri ndɑ hɑibɑrikɑ ndɑ hɑikusutɛrɛ ndɑ gɑɑbi ndɑ bɛɛrɛ ndɑ deizɑ ndɑ sɑɑbuyom.
"And I saw when the Lamb opened one of the seven seals, and I heard one of the four living creatures saying as with a voice of thunder, Come.","Tɑkɑhɛ kulu mo kɑ ɑ̀ goono bɛɛnɛ kunɑ ndɑ gɑndɑ wɔ bɔm ndɑ gɑndɑ wɔ cire ndɑ tɛku bɔm ndɑ hɛ kulu kɑ ɑ̀ goono hɑndunyɑ bɔm, ǹ kulu cii: Sɑɑbuyom ndɑ bɛɛrɛ ndɑ deizɑ ndɑ dɑbɑri mɑ bɑrɑ ɑ̀ sɛ, Ngɑ kɑ ɑ̀ go gɔrɔ kpetɛrɛ kɑrigɑ bɔm ndɑ Feejiize di mo sɛ jiiri dubu ndɑ dubu yom."
"And I saw, and behold, a white horse, and he that sat thereon had a bow; and there was given unto him a crown: and he came forth conquering, and to conquer.",Cɔfɔ hundikoni tɑɑci di sɑbɑ kɑ cii: Ami. Hɑikusu wɑrɑnkɑ cindi tɑɑci di mɑ jɛndɛbiri Hundikpɛ kɑ ɑ̀ sindɑ beeniyom sɛ kɑ ɑ̀ bɛɛrɑndi.
"And when he opened the second seal, I heard the second living creature saying, Come.",A di Feejiize go sɛdɑ iye di kunɑ ɑfɔ pɑti. Cɔfɔ ɑ mɑɑ hundikoni tɑɑci di ǹ ŋmɔne ɑfɔ jinde zɑngɑ bɛɛnɛ kɑɑtiyom. À cii: Kɑɑ di.
"And another horse came forth, a red horse: and to him that sat thereon it was given to take peace from the earth, and that they should slay one another: and there was given unto him a great sword.",A gunɑ. Cɔfɔ ɑ di bɑri kpɑrɛ fɔ. Bɔrɔ kɑ ɑ̀ go kɑ ɑ̀ kɑɑru di gundɑ biro fɔ. Ǹ nɑ kpetɛrɛ fulɑ fɔ nɑ ɑ̀ sɛ. À hunu gɑɑŋmɑɑkɔ gɑɑŋmɑɑyom sɛ.
"And when he opened the third seal, I heard the third living creature saying, Come. And I saw, and behold, a black horse; and he that sat thereon had a balance in his hand.","Sɑɑ kɑ ɑ̀ nɑ sɛdɑ hinkɑntɛ pɑti, ɑ mɑɑ hundikoni hinkɑntɛ cii: Kɑɑ di."
"And I heard as it were a voice in the midst of the four living creatures saying, A measure of wheat for a shilling, and three measures of barley for a shilling; and the oil and the wine hurt thou not.","Bɑri ŋmɑni fɔ mɑ hunu. Iciire zɑngɑ nini no. Bɔrɔ kɑ ɑ̀ gɔrɔ ɑ̀ bɔm di, ǹ nɑ ɑ̀ nɑ dɑbɑri ɑ̀ mɑ lɑɑkɑli kɑne kɑɑ hɑndunyɑ wɔ bɔm zɑmɑ beerem mɑ cɛrɛ wi. Ǹ nɑ tɑkubɑ beeri fɔ nɑ ɑ̀ sɛ."
"And when he opened the fourth seal, I heard the voice of the fourth living creature saying, Come.","Sɑɑ kɑ ɑ̀ nɑ sɛdɑ hinzɑntɑ pɑti, ɑ mɑɑ hundikoni hinzɑntɑ cii: Kɑɑ di. A gunɑ. Cɔfɔ ɑ di bɑri bi fɔ hunu. Bɔrɔ kɑ ɑ̀ gɑ kɑ ɑ̀ kɑɑru di gundɑ neesiji fɔ ngɑ kɑmbɛ gɑɑ."
"And I saw, and behold, a pale horse: and he that sat upon him, his name was Death; and Hades followed with him. And there was given unto them authority over the fourth part of the earth, to kill with sword, and with famine, and with death, and by the wild beasts of the earth.","Cɔfɔ ɑ mɑɑ jinde fɔ hundikoni tɑɑcɑ bindi. A cii: mɔsɔngu tongolo fɔ yɑ sɑbɑ ndɑ zɑɑri fɔ gbei bɑnɑndi. Mɔsɔngu dimi ŋmɑni tongolo hinzɑ mɑ yɑ sɑbɑ ndɑ zɑɑri fɔ gbei bɑnɑndi, ɑmmɑ jii ndɑ dufɛ wom mɑ si ǹ sɑrɑ."
"And when he opened the fifth seal, I saw underneath the altar the souls of them that had been slain for the word of God, and for the testimony which they held:","Sɑɑ kɑ ɑ̀ nɑ sɛdɑ tɑɑcɑntɑ pɑti, ɑ mɑɑ hundikoni tɑɑcɑntɑ jinde cii: Kɑɑ di."
"and they cried with a great voice, saying, How long, O Master, the holy and true, dost thou not judge and avenge our blood on them that dwell on the earth?","A gunɑ. Cɔfɔ ɑ di bɑri kpɑrɛ kpɑrɛ fɔ hunu. Bɔrɔ kɑ ɑ̀ gɑ kɑ ɑ̀ kɑɑru di, ɑ̀ mɑɑ no bu. Ciyomɑ mo go kɑ ɑ̀ dum. Ǹ nɑ ǹ nɑ hini gɑndɑ wɔ fɑrisime tɑɑcɑntɛ bɔm ǹ mɑ beerem wi ndɑ tɑkubɑ ndɑ hɛrɛɛ ndɑ bu ndɑ gɑndɑ wɔ gɑnjihɑm futu yom."
"And there was given them to each one a white robe; and it was said unto them, that they should rest yet for a little time, until their fellow-servants also and their brethren, who should be killed even as they were, should have fulfilled their course.","Sɑɑ kɑ ɑ̀ nɑ sɛdɑ guɑntɛ pɑti, beerem kɑ Ikpɛ Sendi sɑbu sɛ ndɑ sɛdɑ kɑ ǹ tɛ sɑbu sɛ ǹ nɑ ǹ wi, ɑ di ǹ hundi yom bɑndɑ tɑndɑ gɑrɑndi tɛyom dɔ cire."
"And I saw when he opened the sixth seal, and there was a great earthquake; and the sun became black as sackcloth of hair, and the whole moon became as blood;","Ǹ kuwɑ ndɑ jinde beeri kɑ cii: E Kpe beeri, ni yɑ Hɑlɑɑlɑkpɛ ndɑ Cimikpɛ nɑ. Hɑli sɑɑ fɔ no n kɑɑ hɑndunyɑ bɔrɔ yom ciiti kɑ fɑɑsɑ i sɛ ndɑ kɑ ǹ nɑ i kuri munu?"
"and the stars of the heaven fell unto the earth, as a fig tree casteth her unripe figs when she is shaken of a great wind.","Ikpɛ nɑ ǹ kulu no kpɛ kpɑrɛ kuku. Ǹ cii ǹ sɛ ǹ mɑ hulonzom lɔkɑci cɛnɑ fɔ hɑli ǹ bɔrɔ hinkɑntɛ yom gbei kunɑ ndɑ ǹ nyɑize yom kɑ ǹ bɑ kɑ ǹ wi zɑngɑ yɑ, jɑmɑ di kulu mɑ kube."
And the heaven was removed as a scroll when it is rolled up; and every mountain and island were moved out of their places.,A gunɑ. A di ɑ̀ go sɛdɑ iduɑntɛ pɑti. Cɔfɔ gɑndɑ zinjiyom bɑmbɑtɑ tɛ. Weenu ye ibi zɑngɑ zɑrɑ kɑ ǹ tɛ ndɑ hɑmini bi. Hɑndu mo bɛrɛ zɑngɑ kuri.
"And the kings of the earth, and the princes, and the chief captains, and the rich, and the strong, and every bondman and freeman, hid themselves in the caves and in the rocks of the mountains;",Bɛɛnɛ hɑndɑriyɑize yom mo kɑm gɑndɑ bɔm zɑngɑ jee ize gɑɑni kɑ hɛo nɑ ɑ̀ dooru.
"and they say to the mountains and to the rocks, Fall on us, and hide us from the face of him that sitteth on the throne, and from the wrath of the Lamb:",Bɛɛnɛ mo kunkuni zɑngɑ tirɑ kɑ ǹ go kunkuni. Ǹ nɑ tondi kuku yom kulu ndɑ hɔndɛ tɑɑsi yom kulu gɑnɑndi ǹ gurubi.
for the great day of their wrath is come; and who is able to stand?,Hɑndunyɑ wɔ kpe yom ndɑ bɔrɔ beeri yom ndɑ hɑibɑrikɑntɛ yom ndɑ wɑnguize hɑikusu yom ndɑ gɑɑbikoni yom ndɑ bɑnyɑ yom ndɑ bɔrɔcini yom nɑ ngei bɔm tugu guusu yom kunɑ ndɑ tondi kuku yom gɑme.
"After this I saw four angels standing at the four corners of the earth, holding the four winds of the earth, that no wind should blow on the earth, or on the sea, or upon any tree.",Ǹ cii tondi kuku yom sɛ ndɑ tondi beeri yom sɛ: Wɑ kɑm i bɔm kɑ i tugu Bɔrɔ di kɑ ɑ̀ gɑ gɔrɔ kpetɛrɛ kɑrigɑ bɔm moodumɑ sɛ ndɑ Feejiize binetɔnɛ sɛ.
"And I saw another angel ascend from the sunrising, having the seal of the living God: and he cried with a great voice to the four angels to whom it was given to hurt the earth and the sea,",À binetɔnɛ hɑnu beeri kɑɑ. Mee bine yɑ cindi kɑ ɑ̀ mɑ hini kɑ cɛ ɑ̀ jine?
"saying, Hurt not the earth, neither the sea, nor the trees, till we shall have sealed the servants of our God on their foreheads.","Nge yom di bɑndɑ ɑ di Ikpɛ dɔntɔneize tɑɑci go cɛ hɑndunyɑ cɛnjɛ tɑɑci gɑɑ. Ǹ gɑ hɛo tɑɑci kɑ ǹ gɑ fɑɑru zɑ hɑndunyɑ cɛnjɛ tɑɑci jɛ zɑmɑ hɛo mɑ si fɑɑru bɑ gɑndɑ wɔ bɔm, bɑ tɛku bɔm, bɑ tuuri nyɑ kulu bɔm."
"And I heard the number of them that were sealed, a hundred and forty and four thousand, sealed out of every tribe of the children of Israel:","A di Ikpɛ dɔntɔneize ŋmɑni fɔ mɑ kɑ ɑ̀ go ziji zɑ weenuhune hɛrɛ. À go kɑ Ikpɛ Hundikpɛ sɛdɑ dɑmyom jɛ. À kuwɑ ndɑ jinde beeri kɑ sendi Ikpɛ dɔntɔneize tɑɑci di sɛ, ngei kɑ ǹ nɑ ǹ no mei ǹ mɑ hɛ lɑlɔ tɛ gɑndɑ ndɑ tɛku sɛ."
Of the tribe of Judah were sealed twelve thousand; Of the tribe of Reuben twelve thousand; Of the tribe of Gad twelve thousand;,À cii: Wɑ si hɛ lɑlɔ tɛ gɑndɑ wɑlɑ tɛku wɑlɑ tuurinyɑ yom sɛ kɑlɑ i mɑ sɛdɑ dɑm jinɑ i ŋmɔne Ikpɛ tɑm yom sukutu yom gɑɑ.
Of the tribe of Asher twelve thousand; Of the tribe of Naphtali twelve thousand; Of the tribe of Manasseh twelve thousand;,A mɑɑ bɔrɔ mɛrɛjɛ kɑ ɑ̀ gɑɑ ǹ nɑ sɛdɑ dɑm. Bɔrɔ dubu zɑngu fɔ ndɑ weitɑɑci cindi tɑɑci nɑ Isirɑilɑ ize yom dimi kulu kunɑ.
Of the tribe of Simeon twelve thousand; Of the tribe of Levi twelve thousand; Of the tribe of Issachar twelve thousand;,"Yudɑ dimi kunɑ bɔrɔ dubu wei cindi hinkɑ gɑɑ no, ǹ nɑ sɛdɑ dɑm. Lubɑm dimi kunɑ mo bɔrɔ dubu wei cindi hinkɑ gɑɑ ndɑ Gɑɑdu dimi kunɑ bɔrɔ dubu wei cindi hinkɑ gɑɑ no ǹ nɑ sɛdɑ dɑm."
Of the tribe of Zebulun twelve thousand; Of the tribe of Joseph twelve thousand; Of the tribe of Benjamin were sealed twelve thousand.,Asɑre dimi kunɑ bɔrɔ dubu wei cindi hinkɑ gɑɑ nɑ ǹ nɑ sɛdɑ dɑm. Ǹ nɑ sɛdɑ dɑm mo Nɛfitɑli dimi kunɑ bɔrɔ dubu wei cindi hinkɑ gɑɑ ndɑ Mɑnɑse dimi kunɑ bɔrɔ dubu wei cindi hinkɑ gɑɑ.
"After these things I saw, and behold, a great multitude, which no man could number, out of every nation and of all tribes and peoples and tongues, standing before the throne and before the Lamb, arrayed in white robes, and palms in their hands;",Simeyɔ dimi kunɑ bɔrɔ dubu wei cindi hinkɑ gɑɑ no ǹ nɑ sɛdɑ dɑm. Lefi dimi kunɑ bɔrɔ dubu wei cindi hinkɑ gɑɑ ndɑ Isiɑko dimi kunɑ bɔrɔ dubu wei cindi hinkɑ gɑɑ no ǹ nɑ sɛdɑ dɑm.
"and they cry with a great voice, saying, Salvation unto our God who sitteth on the throne, and unto the Lamb.",Zɑbulu dimi kunɑ bɔrɔ dubu wei cindi hinkɑ gɑɑ no ǹ nɑ sɛdɑ dɑm. Yosɛfu dimi kunɑ bɔrɔ dubu wei cindi hinkɑ gɑɑ ndɑ Benzɑmim dimi kunɑ bɔrɔ dubu wei cindi hinkɑ gɑɑ no ǹ nɑ sɛdɑ dɑm.
"And all the angels were standing round about the throne, and about the elders and the four living creatures; and they fell before the throne on their faces, and worshipped God,",Nge yom di bɑndɑ ɑ gunɑ. Cɔfɔ ɑ di bɔrɔ bɑkɑrɑ kɑ bɑ bɔrɔ fɔ si hini kɑ ɑ̀ kɑbu. Ǹ hunu kundɑ kulu ndɑ dimi kulu ndɑ jɑmɑ kulu ndɑ dɛɛnɛ kulu. Ǹ go cɛ kpetɛrɛ kɑrigɑ jine ndɑ Feejiize jine. Ǹ nɑ kpɛ kpɑrɛ kuku yom dɑm. Ǹ gundɑ dɑbinɑ nyɑ kɑmbɛ yom ngei kɑmbɛ yom kunɑ.
"saying, Amen: Blessing, and glory, and wisdom, and thanksgiving, and honor, and power, and might, be unto our God for ever and ever. Amen.","Ǹ gɑ kuwɑ ndɑ jinde beeri kɑ cii: Fɑɑbɑ yɑ i ŋmɔne Ikpɛ ŋmɔne nɑ, Ngɑ kɑ ɑ̀ go gɔrɔ kpetɛrɛ kɑrigɑ bɔm. Fɑɑbɑ yɑ Feejiize nmɔne mɑ nɑ."
"And one of the elders answered, saying unto me, These that are arrayed in the white robes, who are they, and whence came they?",Ikpɛ dɔntɔneize yom kulu ndɑ hɑikusu yom di ndɑ hundikoni tɑɑci di mo go cɛ kɑ kpetɛrɛ kɑrigɑ hundi. Ǹ jɛndɛbiri kpetɛrɛ kɑrigɑ jine ko kɑ Ikpɛ bɛɛrɑndi.
"And I say unto him, My lord, thou knowest. And he said to me, These are they that come out of the great tribulation, and they washed their robes, and made them white in the blood of the Lamb.","Ǹ gɑ cii: Ami. Bɛɛrɑndiyom ndɑ deizɑ ndɑ hɑikusutɛrɛ ndɑ sɑɑbuyom ndɑ bɛɛrɛ ndɑ dɑbɑri ndɑ gɑɑbi, mɑ bɑrɑ i ŋmɔne Ikpɛ sɛ jiiri dubu ndɑ dubu yom. Ami."
Therefore are they before the throne of God; and they serve him day and night in his temple: and he that sitteth on the throne shall spread his tabernacle over them.,"Cɔfɔ hɑikusu yom di kunɑ ɑfɔ cii ɑ sɛ: Beerem kɑ ǹ gundɑ kpɛ kpɑrɛ kuku yom wɔ, mee yom no? Mɑni ǹ hunu?"
"They shall hunger no more, neither thirst any more; neither shall the sun strike upon them, nor any heat:","A cii ɑ̀ sɛ: A hɑikusu, n go bei. À cii ɑ sɛ: Beerem nɑ kɑ ǹ go hunu zɑ tɑɑbi bɑmbɑtɑ kunɑ. Ǹ nɑ ngei kpɛ yom nyunɑ kɑ ǹ kpɑrɑndi Feejiize di kuri kunɑ."
"for the Lamb that is in the midst of the throne shall be their shepherd, and shall guide them unto fountains of waters of life: and God shall wipe away every tear from their eyes.","À sɛ no ǹ goono Ikpɛ kɑrigɑ jine ko tɑmtɛrɛ ɑ̀ sɛ ciini ndɑ zɑɑri Ikpɛ goonoyom dɔ. Bɔrɔ kɑ ɑ̀ gɑ gɔrɔ kpetɛrɛ kɑrigɑ wɔ bɔm mo, ngɑ yɑ go kɑ ǹ hɑlɑsi ǹ goonoyom gɑɑ."
"And when he opened the seventh seal, there followed a silence in heaven about the space of half an hour.",Ǹ si mɑɑ hɛrɛɛ kpɛɛnɛ. Ǹ si ye kɑ mɑɑ joo. Weenu mo si ǹ kɑru wɑlɑ dunguɛ dimi kulu.
And I saw the seven angels that stand before God; and there were given unto them seven trumpets.,"Feejiizɑ kɑ ɑ̀ goono kpetɛrɛ kɑrigɑ bindi, ngɑ yɑ gɑ ǹ kurum. À gɑ ǹ boi kɑ kpeindei hundi hɑri fɔci yom dɔ. Ikpɛ mo yɑ gɑ ǹ mundi kulu hɑɑbu ǹ moo yom gɑɑ."
"And another angel came and stood over the altar, having a golden censer; and there was given unto him much incense, that he should add it unto the prayers of all the saints upon the golden altar which was before the throne.","Sɑɑ kɑ ɑ̀ nɑ sɛdɑ iyɑntɛ pɑti, cɔfɔ nungu tɛ sɑkɑi bɛɛnɛ kunɑ kɑ ɑ̀ tɔ guuru jɛrɛ fɔ."
"And the smoke of the incense, with the prayers of the saints, went up before God out of the angel’s hand.",Cɔfɔ ɑ di Ikpɛ dɔntɔneize iye go cɛ Ikpɛ jine. Ǹ sɛ no ǹ nɑ kuluu iye no.
"And the angel taketh the censer; and he filled it with the fire of the altar, and cast it upon the earth: and there followed thunders, and voices, and lightnings, and an earthquake.",Ikpɛ dɔntɔneize ŋmɑni fɔ mo kɑɑ kɑ cɛ gɑrɑndi bɑndɑ tɑndɑ bɔm. À gundɑ wurɑ comcombu. Ǹ nɑ wɑidi boobo no ɑ̀ sɛ zɑmɑ ɑ̀ mɑ ǹ sɑrɑɑ ndɑ hɑlɑɑlɑntɛ yom kulu ɑduwɑ yom wurɑ bɑndɑ tɑndɑ di bɔm kɑ ɑ̀ goono kpetɛrɛ kɑrigɑ jine.
And the seven angels that had the seven trumpets prepared themselves to sound.,Wɑidi yom di dullu ziji ndɑ hɑlɑɑlɑntɛ yom ɑduwɑ yom zɑ Ikpɛ dɔntɔneize kɑmbɛ Ikpɛ jine.
"And the first sounded, and there followed hail and fire, mingled with blood, and they were cast upon the earth: and the third part of the earth was burnt up, and the third part of the trees was burnt up, and all green grass was burnt up.",Cɔfɔ Ikpɛ dɔntɔneize di nɑ comcombu di zɑɑ kɑ ɑ̀ tɔnɑndi ndɑ gɑrɑndi bɑndɑ tɑndɑ dɔ nini. À nɑ ɑ̀ jindo hɑndunyɑ bɔm. Cɔfɔ jinde yom ndɑ bɛɛnɛ kɑɑtiyom ndɑ bɛɛnɛ nyɑlɑu ndɑ gɑndɑ zinjiyom tɛ.
"And the second angel sounded, and as it were a great mountain burning with fire was cast into the sea: and the third part of the sea became blood;",Ikpɛ dɔntɔneize iye kɑ ǹ gundɑ kuluu iye di go sɔlu ǹ mɑ kuluu funsu.
"and there died the third part of the creatures which were in the sea, even they that had life; and the third part of the ships was destroyed.",Ikpɛ dɔntɔneize sintine nɑ ngɑ kuluu funsu. Cɔfɔ gɑri ndɑ nini ndɑ kuri meigu cɛrɛ bɑndɑ. Ǹ nɑ ǹ jindo hɑndunyɑ wɔ bɔm. Tuurinyɑ yom fɑrisime hinzɑntɛ ndɑ subu gɑni kulu dii kɑ tɔnu.
"And the third angel sounded, and there fell from heaven a great star, burning as a torch, and it fell upon the third part of the rivers, and upon the fountains of the waters;","Ikpɛ dɔntɔneize hinkɑntɛ mɑ nɑ ngɑ kuluu funsu. Hɛ fɔ zɑngɑ tɑndi kuku beeri kɑ nini gɑ kɑ ɑ̀ dii, ǹ nɑ ɑ̀ jindo tɛku kunɑ. Tɛku fɑrisime hinzɑntɛ bɛrɛ kuri."
"and the name of the star is called Wormwood: and the third part of the waters became wormwood; and many men died of the waters, because they were made bitter.",Tɑkɑhɛ hundikoni fɑrisime hinzɑntɛ kɑ ɑ̀ goono tɛku kunɑ kulu bu. Hɑrihi yom fɑrisime hinzɑntɛ kulu mɑlɑkɑ.
"And the fourth angel sounded, and the third part of the sun was smitten, and the third part of the moon, and the third part of the stars; that the third part of them should be darkened, and the day should not shine for the third part of it, and the night in like manner.",Ikpɛ dɔntɔneize hinzɑntɛ nɑ ngɑ kuluu funsu. Cɔfɔ hɑndɑriyɑize beeri fɔ kɑ ɑ̀ go hɑɑgɑ zɑngɑ yugulɑ kɑm zɑ bɛɛnɛ. À kɑm isɑ fɑrisime hinzɑntɛ fɔ bɔm ndɑ hɑri fɔci yom bɔm.
